0,0,105,145,4,255,239,0.0
0,0,218,974,6,6,255,0.17
0,0,325,2649,7,107,255,0.01
1,0,0,0,246,255,20,0.0
1,0,0,0,272,255,19,0.0
1,0,0,0,259,255,8,0.0
0,240,328,275,9,255,250,0.0
1,0,0,0,294,255,8,0.0
0,0,9,138,1,195,10,0.01
0,0,46,46,96,255,254,0.01
0,1,1079,334,1,138,167,0.01
0,0,45,139,79,255,254,0.0
0,26,273,903,1,176,49,0.01
1,0,0,0,190,255,20,0.0
1,0,0,0,135,255,1,0.0
0,0,237,138,2,2,2,0.5
0,0,225,1357,1,5,255,0.2
1,0,0,0,123,255,7,0.0
1,0,0,0,245,255,7,0.0
0,0,147,0,3,255,1,0.97
0,0,262,1011,3,94,255,0.02
1,0,1032,0,263,255,255,1.0
1,0,0,0,109,255,7,0.0
0,0,261,8412,9,255,255,0.0
1,0,0,0,145,255,8,0.0
1,0,0,0,250,255,2,0.0
0,0,294,1719,8,108,255,0.01
0,0,221,981,2,50,82,0.02
0,0,284,10352,2,11,255,0.09
1,0,0,0,1,255,1,1.0
0,0,309,16096,3,31,129,0.03
1,0,334,0,2,6,26,1.0
1,0,0,0,13,255,64,0.01
1,0,0,0,87,255,1,0.0
0,0,214,283,2,27,255,0.04
1,0,0,0,292,255,14,0.0
1,0,0,0,295,255,1,0.0
1,0,0,0,143,255,15,0.0
0,0,46,78,278,255,254,0.0
0,0,748,0,1,6,92,0.83
1,0,0,0,102,255,18,0.0
1,0,8,0,1,1,15,1.0
1,0,0,0,251,255,3,0.0
0,0,329,8437,4,83,255,0.01
0,0,9,0,2,185,119,0.5
0,0,46,128,222,255,253,0.0
0,0,1766,0,2,255,6,0.02
1,0,0,0,260,255,4,0.0
1,9015,1,0,2,255,2,1.0
0,7,8,135,1,196,6,0.01
0,0,266,529,1,94,255,0.01
0,0,245,0,3,99,68,0.32
0,0,295,465,11,69,255,0.01
1,0,0,0,44,255,12,0.0
0,0,228,6834,2,18,19,0.06
1,0,1032,0,511,255,212,0.83
1,0,0,0,272,255,15,0.0
1,0,0,0,122,255,19,0.0
1,0,0,0,287,255,3,0.0
0,0,0,0,1,118,195,0.01
1,0,0,0,486,255,1,0.0
1,0,1,0,22,255,6,1.0
1,0,0,0,286,255,11,0.0
0,0,30,0,1,247,247,1.0
0,1,2078,333,1,89,117,0.01
0,0,19,0,1,201,5,0.02
0,0,661,329,1,163,69,0.01
1,0,28,0,35,255,34,0.13
1,0,0,0,28,255,42,0.0
1,0,0,0,108,255,18,0.0
1,0,0,0,101,255,15,0.0
0,0,1075,364,1,255,100,0.0
0,0,223,656,12,172,255,0.01
1,15159,350,1185,1,255,142,0.0
0,0,233,2470,10,32,255,0.03
1,0,0,0,223,255,9,0.0
1,0,0,0,223,255,17,0.0
0,0,201,1938,19,44,255,0.02
0,0,271,4781,4,11,28,0.09
0,0,14416,0,1,205,50,0.19
0,0,227,11564,5,41,52,0.02
1,0,0,0,406,255,1,1.0
0,0,225,2445,4,255,255,0.0
0,0,176,426,6,255,255,0.0
1,0,0,0,143,255,14,0.0
0,0,227,762,17,202,255,0.0
0,0,855,575,1,255,20,0.0
0,0,944,330,1,214,166,0.0
0,0,954,326,2,28,104,0.04
1,0,0,0,201,255,18,0.0
0,0,166,34660,1,16,255,0.06
0,0,306,2698,4,255,240,0.0
1,0,0,0,124,255,19,0.0
1,0,0,0,162,255,1,0.0
1,0,1480,0,2,2,38,1.0
1,0,0,0,277,255,17,0.0
0,0,313,8549,4,255,255,0.0
1,0,0,0,274,255,22,0.0
1,0,0,0,141,255,16,0.0
0,0,285,6008,3,128,255,0.01
0,0,226,1411,8,37,255,0.03
0,0,256,12984,1,34,255,0.03
0,1,3740,449,1,193,185,0.01
0,0,224,449,10,39,255,0.03
1,0,0,0,103,255,3,0.0
1,4,832,0,1,3,28,1.0
1,0,0,0,246,255,20,0.0
1,0,8,0,1,1,25,1.0
0,0,201,169,7,29,255,0.03
0,0,285,304,32,101,255,0.01
1,0,0,0,125,255,24,0.0
0,0,7422,0,8,255,44,0.17
0,0,198,12884,2,2,2,0.5
0,20,2310,328,1,255,157,0.0
0,0,331,955,6,38,255,0.03
0,0,65,0,9,255,16,0.06
1,0,28,0,4,255,71,0.28
0,0,45,77,171,255,232,0.0
1,0,0,0,250,255,3,0.0
1,0,0,0,238,255,7,0.0
1,0,0,0,102,255,2,0.0
0,0,9,142,1,235,12,0.0
0,0,283,912,2,75,255,0.01
0,0,221,1789,2,73,255,0.01
1,0,18,0,1,1,123,1.0
1,0,0,0,281,255,3,0.0
1,0,0,0,30,255,52,0.0
1,0,0,0,276,255,8,0.0
0,0,302,1380,5,212,187,0.0
1,0,0,0,163,255,9,0.0
1,0,8,0,1,2,60,1.0
1,0,0,0,301,255,19,0.0
0,0,355,870,28,255,255,0.0
1,0,8,0,1,1,63,1.0
0,18,106,1468,1,117,1,0.01
0,0,286,1423,16,64,255,0.02
1,9235,1,0,2,255,2,1.0
1,0,0,0,1,255,1,1.0
1,0,1032,0,46,255,46,0.18
0,0,168,9551,1,230,255,0.01
0,0,238,864,39,137,255,0.01
1,0,0,0,1,255,1,0.36
0,0,291,10369,6,13,255,0.08
1,0,0,0,211,255,22,0.0
0,0,749,330,1,27,129,0.04
0,0,198,6924,12,230,255,0.0
1,0,0,0,280,255,11,0.0
0,0,167,709,1,5,255,0.2
0,0,241,851,17,127,255,0.01
0,0,337,3360,6,255,255,0.0
0,0,729,328,1,106,156,0.01
1,0,8,0,1,1,111,1.0
1,0,0,0,201,255,4,0.0
0,0,222,1483,3,255,255,0.01
1,0,0,0,276,255,14,0.0
0,0,0,0,1,7,255,0.14
0,0,46,134,145,255,255,0.0
0,0,246,2719,1,1,255,1.0
0,0,222,771,8,45,255,0.02
1,0,0,0,258,255,10,0.0
1,0,0,0,256,255,10,0.0
0,409,279,9598,1,251,113,0.0
0,0,226,651,12,255,255,0.01
0,0,299,447,26,255,255,0.0
1,0,0,0,14,94,26,0.01
0,0,12,0,2,11,88,0.36
0,0,281,1951,30,77,255,0.01
1,0,0,0,138,255,25,0.0
0,0,42,42,4,255,245,0.01
1,0,0,0,300,255,7,0.0
1,0,0,0,199,255,9,0.0
0,0,263,453,15,255,255,0.0
1,36613,1,0,2,255,2,1.0
0,0,0,0,1,212,43,0.0
1,0,0,0,144,255,30,0.0
1,0,0,0,104,255,18,0.0
0,0,283,1980,18,18,255,0.06
0,0,161,5530,2,2,255,0.5
0,0,211,321,7,211,255,0.0
0,0,201,1701,7,32,255,0.03
1,0,8,0,1,4,112,1.0
0,0,147,0,3,255,1,0.95
1,0,0,0,74,255,5,0.0
0,0,567,0,1,53,38,0.25
1,0,0,0,225,255,2,0.0
1,0,0,0,66,255,52,0.0
1,5043,5131424,0,1,7,42,1.0
0,0,320,420,7,255,255,0.01
1,0,8,0,1,1,61,1.0
0,0,0,0,2,160,101,0.01
0,0,204,1229,4,54,255,0.02
1,0,0,0,1,255,1,0.15
0,0,10389,0,1,255,81,0.31
1,0,0,0,139,255,13,0.0
0,0,344,573,28,255,255,0.0
1,0,0,0,144,255,9,0.0
1,0,0,0,241,255,19,0.0
0,0,243,821,15,107,255,0.01
1,0,1032,0,213,255,255,1.0
1,0,8,0,1,1,11,1.0
1,0,0,0,36,255,1,0.0
0,0,105,146,3,255,239,0.01
1,0,0,0,254,255,17,0.0
0,1,1080,327,1,202,154,0.0
1,0,0,0,295,255,7,0.0
1,0,0,0,171,255,14,0.0
1,0,0,0,179,255,5,0.0
0,0,657,326,2,255,11,0.0
1,0,0,0,101,255,3,0.0
0,0,284,765,9,255,255,0.01
0,0,261,15455,22,255,255,0.0
0,0,317,315,1,255,255,0.0
0,0,33,0,8,255,36,0.14
1,0,0,0,2,255,1,0.56
1,0,0,0,1,255,1,0.64
0,0,44,70,195,255,234,0.01
0,0,215,584,4,255,255,0.0
1,0,0,0,260,255,7,0.0
0,0,332,2844,14,142,255,0.01
0,1,978,334,1,128,164,0.01
0,0,296,5670,10,69,255,0.01
1,0,0,0,125,255,8,0.0
1,0,0,0,139,255,6,0.0
0,0,214,9986,10,66,255,0.02
1,0,0,0,251,255,2,0.0
0,0,48,48,1,42,23,0.55
0,0,226,1301,5,14,255,0.07
1,0,0,0,211,255,12,0.0
0,0,78,0,20,255,16,0.06
1,0,0,0,208,255,5,0.0
0,0,0,0,1,8,38,0.12
1,0,0,0,268,255,19,0.0
1,0,0,0,1,37,2,0.03
1,0,0,0,2,255,1,0.51
0,0,294,3327,1,57,255,0.02
1,0,0,0,286,255,3,0.0
0,0,220,1249,7,159,255,0.01
1,0,0,0,425,255,1,0.0
0,0,196,3282,8,255,255,0.0
1,0,0,0,272,255,13,0.0
0,0,327,4482,4,58,255,0.02
1,0,0,0,241,255,3,0.0
0,0,319,0,2,6,2,0.33
0,0,1087,302,1,246,64,0.0
0,0,210,3754,18,62,255,0.02
1,0,0,0,125,255,18,0.0
0,0,0,0,1,12,255,0.08
0,0,234,6282,6,106,255,0.01
1,0,8,0,1,2,255,1.0
1,0,54540,8314,1,251,251,0.0
0,0,237,1461,3,59,255,0.02
1,0,0,0,42,124,62,0.01
1,0,0,0,274,255,10,0.0
0,0,200,955,3,250,255,0.0
0,0,219,657,7,28,255,0.04
0,0,284,5921,1,49,255,0.02
1,0,0,0,196,255,12,0.0
0,0,325,426,5,187,255,0.01
1,0,0,0,111,255,6,0.0
0,0,30,0,1,247,247,1.0
0,0,335,7902,1,1,255,1.0
0,0,36,0,2,67,171,1.0
1,0,0,0,168,255,3,0.0
0,0,43,43,122,255,255,0.01
1,0,0,0,108,255,8,0.0
0,0,0,0,1,6,55,0.17
1,0,0,0,36,255,12,0.0
1,0,0,0,143,255,4,0.0
0,0,216,1956,1,12,255,0.08
1,0,0,0,132,255,8,0.0
0,0,44,78,139,255,166,0.0
0,0,347,8113,7,255,255,0.0
0,1,570,280,1,126,104,0.01
0,0,219,17540,8,36,255,0.03
0,0,146,0,3,255,1,0.88
1,0,0,0,222,255,1,0.0
1,0,0,0,260,120,8,0.01
1,0,0,0,237,255,1,0.0
1,0,0,0,132,255,16,0.0
1,31401,1,0,2,255,2,1.0
1,0,0,0,57,255,11,0.0
1,0,18,0,1,4,200,1.0
0,0,0,4,1,25,25,0.04
0,0,233,581,13,255,255,0.0
1,0,0,0,257,255,19,0.0
0,0,276,0,1,76,24,0.17
0,0,44,139,77,255,242,0.0
1,0,8,0,1,1,41,1.0
0,7805,1828,148722,1,51,7,0.02
0,0,200,764,2,23,255,0.04
0,0,46,46,11,255,255,0.0
1,0,0,0,257,255,2,0.0
1,0,0,0,13,135,75,0.01
0,0,216,5284,9,123,255,0.01
1,0,0,0,137,255,4,0.0
0,0,234,997,28,255,255,0.0
0,0,220,1643,12,25,255,0.04
1,0,0,0,132,255,14,0.0
0,0,105,146,7,255,226,0.01
0,0,0,0,1,12,255,0.08
1,0,0,0,290,255,11,0.0
1,0,0,0,203,255,9,0.0
1,0,0,0,290,255,9,0.0
0,0,288,2881,14,14,255,0.07
1,0,0,0,116,255,3,0.0
1,0,0,0,260,255,5,0.0
1,0,1,0,12,255,24,0.6
1,0,28,0,21,255,21,0.08
0,0,279,494,2,255,255,0.0
1,0,1032,0,486,255,255,1.0
0,0,192,0,2,255,115,0.45
0,7,105,1401,1,84,1,0.01
1,0,0,0,1,27,2,0.04
0,10,1330,282,1,255,142,0.0
1,0,520,0,457,153,153,1.0
1,0,0,0,47,255,64,0.02
0,0,230,362,10,121,255,0.01
0,0,44,110,71,255,255,0.0
0,0,271,3582,12,12,255,0.08
0,0,179,1668,6,52,255,0.02
0,0,852,0,6,219,39,0.13
0,0,222,310,5,170,255,0.01
0,0,314,4137,7,255,255,0.0
1,0,0,0,139,255,10,0.0
0,0,230,6880,1,24,255,0.04
1,0,0,0,200,255,6,0.0
1,0,0,0,140,255,1,0.0
0,0,857,327,1,173,132,0.01
0,0,234,1707,9,9,255,0.11
1,0,1032,0,511,255,200,0.78
1,0,28,0,68,255,68,0.27
1,0,0,0,132,255,7,0.0
0,0,215,6367,9,255,255,0.0
0,0,46,46,215,255,250,0.0
0,0,105,146,1,229,217,0.0
1,0,0,0,115,255,18,0.0
1,0,0,0,35,255,16,0.0
1,0,0,0,275,255,15,0.0
0,0,305,2507,4,255,239,0.0
1,0,0,0,76,255,13,0.0
0,0,336,15767,12,95,255,0.01
1,0,0,0,202,255,8,0.0
1,0,0,0,252,255,13,0.0
0,5784,147,105,1,255,3,0.82
0,0,335,1212,3,7,255,0.14
1,0,0,0,74,255,58,0.01
0,0,339,241,1,68,255,0.01
0,0,317,3245,4,251,255,0.0
1,0,0,0,116,255,15,0.0
1,0,54540,8314,2,79,79,0.01
1,0,0,0,197,255,2,0.0
0,0,42,131,80,255,254,0.0
0,0,986,368,1,76,169,0.01
1,0,0,0,198,255,4,0.0
0,0,183,0,4,255,37,0.16
1,0,0,0,102,255,1,0.0
0,0,405,23786,1,9,255,0.11
1,0,0,0,223,255,21,0.0
0,0,785,327,1,50,70,0.02
0,0,258,4302,1,31,34,0.03
1,0,0,0,138,255,6,0.0
1,0,8,0,1,1,35,1.0
0,0,318,2649,5,5,255,0.2
1,0,0,0,154,255,1,0.0
1,0,0,0,204,255,18,0.0
1,0,0,0,262,255,4,0.0
0,0,216,1240,8,255,255,0.01
1,1,0,0,25,195,2,0.13
0,0,291,320,3,55,255,0.02
0,0,224,546,21,21,255,0.05
1,0,0,0,459,255,4,0.0
1,0,0,0,253,255,1,0.0
0,542,17,42,1,255,224,0.04
1,0,0,0,142,255,8,0.0
0,0,29,29,1,255,253,0.0
0,0,105,147,1,155,143,0.01
0,0,30,0,12,255,3,0.09
0,0,325,12884,5,72,72,0.01
1,0,0,0,139,255,20,0.0
0,0,0,0,1,19,192,0.05
0,0,12,0,1,75,65,0.63
0,0,212,828,9,94,255,0.01
0,0,240,1475,12,255,255,0.0
0,0,292,13206,5,5,255,0.2
0,0,172,12793,1,255,255,0.0
1,0,0,0,196,255,20,0.0
0,0,310,788,3,255,255,0.0
0,0,44,128,4,255,205,0.0
0,0,145,0,3,255,1,0.9
1,1,1238,2451,1,255,123,0.0
1,0,8,0,1,1,59,1.0
0,0,45,45,167,255,254,0.0
1,0,0,0,2,255,1,1.0
0,2,1551,362,1,3,135,0.33
0,4,1308,328,1,2,14,0.5
0,0,356,1125,3,36,255,0.03
0,0,364,6914,13,255,255,0.0
0,0,331,776,10,255,255,0.01
0,0,30,0,2,255,28,0.55
1,0,0,0,262,255,14,0.0
1,0,0,0,103,255,17,0.0
0,0,247,7546,14,143,255,0.01
0,0,300,1841,43,43,255,0.02
1,0,0,0,221,255,17,0.0
0,0,355,2109,5,29,255,0.03
1,0,0,0,33,255,14,0.01
0,0,316,1260,3,255,255,0.0
0,0,44,136,224,255,253,0.0
0,30,1458,4152,1,158,40,0.01
1,0,0,0,221,255,14,0.0
0,10455,146,105,4,255,2,0.87
1,0,0,0,1,255,1,1.0
1,0,0,0,284,255,14,0.0
1,0,1,0,2,255,2,0.35
1,0,0,0,150,255,1,0.0
1,0,0,0,255,255,9,0.0
0,10326,146,105,5,255,2,1.0
1,0,0,0,26,255,12,0.0
0,0,13794,2966,2,170,96,0.01
1,0,0,0,74,255,58,0.0
0,0,911,325,2,18,161,0.06
1,0,0,0,7,29,141,0.03
0,0,280,3332,2,10,255,0.1
1,0,0,0,235,255,4,0.0
1,0,0,0,131,255,18,0.0
0,0,41,41,100,255,255,0.01
0,0,10,139,1,126,5,0.01
0,0,311,488,11,104,255,0.01
0,0,281,1745,2,39,255,0.03
0,0,297,1285,8,8,255,0.12
1,0,0,0,124,255,2,0.0
0,0,43,72,263,255,242,0.0
1,0,0,0,34,255,15,0.01
1,0,334,0,1,1,17,1.0
1,0,8,0,1,1,28,1.0
0,0,215,9399,16,79,255,0.01
1,0,0,0,16,255,9,0.0
0,0,0,0,1,43,255,0.02
0,0,516,4,151,151,151,1.0
1,0,0,0,1,19,1,0.05
1,0,0,0,115,255,7,0.0
1,0,0,0,130,255,7,0.0
1,0,0,0,236,255,15,0.0
0,28,44,44,3,101,98,0.01
1,0,0,0,280,255,16,0.0
0,0,676,328,1,119,187,0.01
0,0,334,455,7,115,255,0.01
1,0,0,0,268,255,2,0.0
1,0,0,0,84,255,18,0.0
0,0,204,1596,24,49,255,0.02
1,0,520,0,139,255,255,1.0
1,0,0,0,211,255,6,0.0
0,0,192,301,9,9,255,0.11
1,0,18,0,1,1,225,1.0
1,0,0,0,100,255,2,0.0
1,0,0,0,101,255,13,0.0
1,0,0,0,265,255,17,0.0
0,0,256,4486,1,255,250,0.0
0,0,64,0,1,1,1,1.0
0,0,46,136,210,135,96,0.01
1,0,0,0,54,255,17,0.0
0,0,220,253,16,16,255,0.06
0,0,41,117,43,255,254,0.0
0,0,248,2313,23,23,255,0.04
1,0,1250,2451,1,237,65,0.0
1,0,0,0,248,255,20,0.0
0,0,44,70,127,255,224,0.0
0,202,209,1824,1,129,12,0.01
0,0,5891,0,13,83,1,0.23
1,0,8,0,1,1,255,1.0
0,0,276,1767,2,29,255,0.03
0,0,231,2304,13,255,255,0.0
1,0,0,0,251,255,12,0.0
0,0,312,422,11,255,255,0.0
1,41285,1,0,2,255,2,0.56
1,0,0,0,222,255,18,0.0
0,0,29,0,2,114,44,0.15
0,0,13239,0,4,100,63,0.33
1,0,0,0,228,255,4,0.0
0,0,8,223,1,178,8,0.01
1,0,0,0,129,255,22,0.0
0,0,44,79,255,255,255,0.0
1,0,0,0,118,255,17,0.0
1,0,0,0,84,255,1,0.0
0,0,324,10647,2,11,14,0.09
1,0,0,0,115,255,18,0.0
1,0,18,0,1,1,33,1.0
0,0,355,657,16,255,255,0.0
1,13488,1,0,2,255,2,1.0
1,0,0,0,111,155,11,0.01
1,0,54540,8314,4,68,68,0.01
0,0,205,253,11,255,255,0.0
1,0,0,0,241,255,12,0.0
0,0,325,753,7,255,255,0.0
1,0,0,0,242,255,1,0.0
0,0,232,193,1,9,255,0.11
0,4,886,326,1,135,60,0.01
0,0,319,3432,9,9,255,0.11
1,0,0,0,101,255,6,0.0
1,0,0,0,1,62,2,0.02
0,0,147,12141,12,12,255,0.08
0,1,1451,330,1,110,78,0.01
1,0,54540,8314,3,214,214,0.0
0,0,235,1889,1,1,255,1.0
1,25,0,0,1,255,1,0.7
1,0,0,0,320,255,1,1.0
0,0,299,1540,17,34,255,0.03
1,0,0,0,114,255,11,0.0
1,0,0,0,136,255,23,0.0
1,0,0,0,272,255,4,0.0
1,0,0,0,209,255,9,0.0
0,0,237,241,66,234,255,0.0
1,0,0,0,110,255,16,0.0
0,3047,146,105,1,255,1,0.96
1,0,0,0,2,255,1,1.0
0,1327,146,105,3,255,1,0.95
0,0,202,1923,16,21,255,0.05
1,0,0,0,268,255,5,0.0
0,0,383,0,3,37,29,0.24
0,0,345,2254,4,26,255,0.04
0,0,278,6546,7,7,255,0.14
1,0,0,0,292,255,11,0.0
0,0,196,16143,5,230,255,0.0
1,0,0,0,2,255,2,0.0
0,0,277,2253,17,17,255,0.06
0,0,203,578,19,255,255,0.0
1,0,0,0,1,179,1,0.33
0,860,147,105,1,255,1,0.94
1,0,0,0,297,255,15,0.0
1,0,0,0,150,255,1,0.0
1,0,0,0,198,255,6,0.0
1,0,0,0,63,212,4,0.0
0,0,367,5199,4,108,255,0.01
1,0,0,0,199,255,1,0.78
0,0,257,23051,1,53,255,0.02
1,0,8,0,1,2,255,1.0
0,0,44,44,106,255,254,0.0
0,0,128,44,68,255,240,0.28
0,0,254,523,20,168,255,0.01
0,0,225,22996,6,255,255,0.0
0,0,775,331,1,120,105,0.01
0,475,314,266,11,255,239,0.0
1,0,0,0,299,255,9,0.0
0,8,525,335,1,67,178,0.01
1,0,0,0,509,255,1,0.0
1,0,1,0,30,255,8,1.0
0,0,213,37327,3,3,255,0.33
0,0,190,8654,4,74,255,0.01
1,0,0,0,234,255,16,0.0
1,0,28,0,88,255,88,0.35
1,0,0,0,244,255,17,0.0
0,27,1067,3081,1,254,70,0.0
0,0,126,44,254,143,110,0.25
0,0,333,2547,4,255,255,0.0
1,0,0,0,237,255,12,0.0
0,0,4491,0,1,63,79,0.25
1,0,0,0,287,255,15,0.0
1,0,54540,8314,4,4,4,0.25
0,0,239,255,19,255,255,0.0
0,0,0,0,1,8,255,0.12
0,2,1258,359,1,214,192,0.0
1,0,0,0,11,133,73,0.01
1,0,0,0,73,255,17,0.0
0,0,0,0,1,1,90,1.0
0,0,42,65,104,255,245,0.01
0,0,224,1270,6,255,255,0.0
0,0,231,3215,1,41,255,0.02
0,5065,147,105,1,255,2,0.96
0,0,44,72,256,255,254,0.0
0,0,183,0,2,255,15,0.09
1,0,0,0,240,255,6,0.0
1,0,0,0,149,255,13,0.0
1,0,125,179,1,4,4,0.25
0,0,13,40,1,100,3,0.01
0,0,233,4759,14,133,255,0.01
0,0,30,0,2,255,19,0.35
1,0,0,0,92,255,14,0.0
0,0,278,7958,1,3,255,0.33
1,0,0,0,2,255,1,0.42
1,0,0,0,191,255,2,0.0
0,0,237,5193,1,1,216,1.0
0,0,301,2698,8,85,84,0.01
0,0,246,3295,5,36,255,0.03
0,0,230,12471,6,255,255,0.0
0,0,46,82,230,255,255,0.0
0,1985,147,105,1,255,2,0.92
1,0,0,0,12,255,5,0.0
0,0,641,0,2,62,55,0.08
1,0,28,0,99,255,66,0.26
1,0,0,0,150,255,1,0.0
0,0,82,1,1,1,1,1.0
1,0,0,0,226,255,16,0.0
1,0,0,0,81,255,1,0.0
1,0,0,0,122,255,27,0.0
0,0,46,80,54,255,255,0.01
1,0,0,0,237,255,20,0.0
1,0,0,0,219,255,3,0.0
0,0,376,345,1,190,255,0.01
1,0,0,0,148,255,37,0.0
0,5,105,146,2,255,246,0.01
1,0,334,0,1,3,22,1.0
1,0,0,0,276,255,20,0.0
0,0,30,0,4,255,29,0.54
0,0,1053,329,1,67,177,0.01
0,0,46,130,66,255,196,0.0
0,0,45,119,148,255,254,0.0
0,1,1539,395,1,221,147,0.0
1,0,0,0,166,255,17,0.0
1,0,0,0,197,255,5,0.0
0,0,358,1758,1,255,255,0.0
0,0,44,133,71,255,255,0.0
0,0,282,1227,2,175,175,0.01
0,0,323,1509,4,255,255,0.0
0,0,105,105,1,114,76,0.01
0,0,218,358,11,11,255,0.09
1,0,0,0,104,255,2,0.0
1,0,0,0,264,255,20,0.0
0,0,329,303,10,59,255,0.02
0,0,788,328,1,45,29,0.02
0,0,311,4591,21,21,255,0.05
1,0,0,0,254,58,22,0.02
1,0,0,0,122,255,11,0.0
0,0,35,130,1,164,8,0.01
1,0,1032,0,511,255,118,0.46
1,0,0,0,101,255,1,0.0
1,0,0,0,232,255,15,0.0
0,0,59,0,16,187,52,0.28
1,0,0,0,131,255,7,0.0
0,0,226,1022,23,23,255,0.04
0,0,203,2108,9,60,255,0.02
0,8,2544,333,1,152,189,0.01
1,0,1032,0,511,255,67,0.26
0,0,327,6721,4,255,255,0.0
1,0,0,0,126,255,4,0.0
1,0,0,0,263,255,3,0.0
0,0,0,0,1,3,158,0.33
1,0,0,0,127,255,12,0.0
1,0,0,0,194,255,18,0.0
1,0,54540,8314,2,118,118,0.01
1,0,0,0,1,66,1,0.27
1,0,0,0,266,255,15,0.0
1,0,28,0,27,255,27,0.11
1,0,8,0,1,1,183,1.0
1,0,0,0,25,27,51,0.07
1,0,0,0,100,255,7,0.0
0,1,763,335,1,121,96,0.01
1,0,0,0,240,255,10,0.0
0,0,307,8339,5,5,255,0.2
